		"	$6bn	's	*crosses	*maybe	."	100%	2get	4get	>>	@barackobama	@oldtownsocial	aborted	according	acknowledge	aging	agree	ai	ain't	aint	alles	allow	am	ambasciatore	anketi	annihilate	announced	anscheinend	answer	apologize	apply	are	arrives	asking	assure	ate	avoid	await	ban	be	became	become	been	begin	being	believe	belong	beyond	break	bring	bringing	brings	bueno	building	call	called	callin	calls	came	casting	casts	change	chased	check	cheer	cheering	choose	chose	cleaning	close	closed	closing	come	comenzara	coming	complete	consider	cook	coude	count	covering	dall'europa	dare	declare	decreasing	dedicated	demain	dici	did	die	disappointed	display	do	does	doing	don't	donc	done	donne	driven	drop	dropped	earn	elecciones	election2012	end	ends	enjoy	erklren	esta	estan	excited	face	fall	faudra	feel	feeling	fight	fingerscrossed	fired	flips	follow	fool	forget	freaking	fuck	fuckd	gasped	gearing	get	getting	give	glued	go	goes	going	goodluck	got	had	happens	has	have	haven't	hearing	hitting	hold	holding	hope	hoping	hyped	improving	insert	is	ivoted	join	keep	keeping	kill	knew	know	left	let	lets	listen	live	lnyhbt	look	lose	loses	love	luv	made	make	making	mes	met	moved	moving	n	need	needs	nuffsaid	obama	obama2012	paid	pare	pas	pass	plays	please	pray	praying	predicting	propose	pull	pumped	pushed	ran	read	reevaluate	remember	report	residentes	rolling	rooting	run	said	say	see	send	set	setting	shine	sognano	sondaggi	spend	spent	stand	start	starting	staying	stop	strss	stuns	supports	survive	think	thinks	thrilled	took	touched	tweelkin	use	vote	voted	wait	want	was	watch	watching	win	winning	wins	wish	wonder	
came	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	1.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	
casting	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	1.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	
casts	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	1.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	
change	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	-.0000	.0000	-.0000	.0000	.0000	.0000	.0000	-.0000	.0000	.0000	.0000	-.0000	.0000	.0000	.1145	-.0000	-.0000	.0000	.0000	.3529	-.0000	.0000	-.0000	-.0000	.0941	-.0000	.0000	-.0000	.0000	.0000	.1351	-.0000	-.0000	.0000	.5618	-.0000	.2809	.0000	.0000	-.0000	-.0000	.0000	.0000	.0000	.0000	.0000	.0000	1.0000	-.0000	.1056	.1038	.0983	-.0000	.0000	.3210	.1033	.0000	.2658	.0000	.0000	.2987	.7232	-.0000	-.0000	.0000	.0971	-.0000	.0000	.2553	-.0000	.0000	.0000	.0000	.0000	.0000	-.0000	.0000	.1033	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.1008	.0000	-.0000	.0000	.0000	-.0000	.0000	-.0000	.0000	.0000	.0000	.0000	-.0000	.1067	.0000	.2218	.1482	.3512	.0000	.0000	.0000	-.0000	-.0000	-.0000	.0000	.0000	.0000	.0000	.0000	.0000	.3332	.0919	.0000	.0919	.0000	.3197	.0000	.0000	.0000	.0000	.0000	-.0000	.0000	.2936	.3002	.3053	.3041	.1056	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.1033	.2553	.3376	.0000	.0000	-.0000	.0000	.0000	-.0000	-.0000	.0000	.1172	-.0000	.0000	.1129	.0000	.0000	.2188	.2870	.0000	.0000	.0000	.0000	-.0000	.1238	.0000	.0000	.0000	.0000	.0000	.4556	.0000	.2987	.0000	-.0000	-.0000	.0000	.0000	-.0000	.2916	.0000	.0000	.0000	.0000	-.0000	-.0000	.1145	.0000	.4810	-.0000	.3131	.0000	.0000	.0000	-.0000	.1148	-.0000	.1001	.0000	.0000	-.0000	.0000	-.0000	.6031	.2809	.0000	.5085	.0000	.0000	.0000	-.0000	.0000	.0000	.0000	.0000	.0000	.0000	.3596	.3123	.0000	.1052	.0941	.0000	-.0000	.2987	.4810	.2553	.0000	.1001	.1015	
chased	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	-.0000	.0000	.0000	.0000	.0000	-.0000	.0000	.0000	.0000	.0000	-.0000	.0522	.0000	.0000	.0000	.0000	-.0000	.0000	.0000	.0000	-.0000	.0000	-.0000	.0000	.0000	.1597	.1323	.0000	.0000	.0000	.0000	.0000	.0000	-.0000	1.0000	-.0000	-.0000	-.0000	.0000	.0000	-.0000	-.0000	.0000	-.0000	.0000	.0000	-.0000	.0000	.0000	.1763	.0000	-.0000	.1472	.0000	-.0000	.0000	.0000	.0000	.0000	.0000	.0000	.1315	.0000	-.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	-.0000	.0000	.0000	.0000	.0000	.1199	.0000	.0000	.0000	.0000	.0000	.0000	.0673	-.0000	.0000	-.0000	-.0000	-.0000	.0000	.0000	.0000	.0000	.1894	.0000	.0000	.0000	.0000	.0000	.0000	.0000	-.0000	-.0000	.0000	-.0000	.0000	-.0000	.0000	.0000	.0000	.0000	.0000	.1667	.0000	-.0000	-.0000	-.0000	-.0000	-.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	-.0000	-.0000	-.0000	.0000	.0000	.1139	.0000	.0000	.0000	.0000	.0000	-.0000	.0000	.0000	-.0000	.0000	.0000	-.0000	-.0000	.0000	.0000	.0000	.0000	.0569	-.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	-.0000	.0000	.0000	.0000	.0000	.0000	.0000	-.0000	.0000	.0000	.0000	.0000	.0000	.0000	-.0000	.0000	-.0000	.0538	-.0000	.0000	.0000	.0000	.0000	-.0000	.1083	-.0000	.0000	.0000	.0000	.0000	.1269	-.0000	-.0000	.0000	-.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	-.0000	-.0000	.0000	-.0000	-.0000	.0000	.1290	-.0000	-.0000	-.0000	.0000	-.0000	-.0000	
check	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	-.0000	.0000	-.0000	.0000	.0000	.0000	.0000	-.0000	.0000	.0000	.0000	-.0000	.0000	.0000	.3701	-.0000	-.0000	.0000	.0000	.0989	-.0000	.0000	-.0000	-.0000	.6200	-.0000	.0000	-.0000	.0000	.0000	.1074	-.0000	-.0000	.0000	.0845	-.0000	.0819	.0000	.0000	-.0000	-.0000	.0000	.0000	.0000	.0000	.0000	.0000	.1056	-.0000	1.0000	.3413	.3259	-.0000	.0000	.0915	.0862	.0000	.0781	.0000	.0000	.0862	-.0000	-.0000	-.0000	.0000	.0819	-.0000	.0000	.0755	-.0000	.0000	.0000	.0000	.0000	.0000	-.0000	.0000	.3399	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0845	.0000	-.0000	.0000	.0000	-.0000	.0000	-.0000	.0000	.0000	.0000	.0000	-.0000	.0886	.0000	.0819	.1154	.0985	.0000	.0000	.0000	-.0000	-.0000	-.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0944	.0781	.0000	.0781	.0000	.0912	.0000	.0000	.0000	.0000	.0000	-.0000	.0000	.0850	.0866	.0878	.0875	.0878	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0862	.0755	.0954	.0000	.0000	-.0000	.0000	.0000	-.0000	-.0000	.0000	.0957	-.0000	.0000	.0928	.0000	.0000	.0810	.0834	.0000	.0000	.0000	.0000	-.0000	.1001	.0000	.0000	.0000	.0000	.0000	-.0000	.0000	.0862	.0000	-.0000	-.0000	.0000	.0000	-.0000	.0845	.0000	.0000	.0000	.0000	-.0000	-.0000	.6789	.0000	.0781	-.0000	.0897	.0000	.0000	.0000	-.0000	.0941	-.0000	.0840	.0000	.0000	-.0000	.0000	-.0000	.0944	.0819	.0000	.0819	.0000	.0000	.0000	-.0000	.0000	.0000	.0000	.0000	.0000	.0000	.1004	.0895	.0000	.0875	.0798	.0000	-.0000	.0862	.0781	.0755	.0000	.0840	.0850	
cheer	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	-.0000	.0000	-.0000	.0000	.0000	.0000	.0000	-.0000	.0000	.0000	.0000	-.0000	.0000	.0000	.4793	-.0000	-.0000	.0000	.0000	.0974	-.0000	.0000	-.0000	-.0000	.3104	-.0000	.0000	-.0000	.0000	.0000	.1055	-.0000	-.0000	.0000	.0834	-.0000	.0808	.0000	.0000	-.0000	-.0000	.0000	.0000	.0000	.0000	.0000	.0000	.1038	-.0000	.3413	1.0000	.7508	-.0000	.0000	.0902	.0851	.0000	.0772	.0000	.0000	.0851	-.0000	-.0000	.3404	.0000	.0808	-.0000	.0000	.0746	-.0000	.0000	.0000	.0000	.0000	.0000	-.0000	.0000	.3352	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0834	.0000	-.0000	.0000	.0000	-.0000	.0000	-.0000	.0000	.0000	.0000	.0000	-.0000	.0873	.0000	.0808	.1133	.0970	.0000	.0000	.0000	-.0000	-.0000	-.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0930	.0772	.0000	.0772	.0000	.0899	.0000	.0000	.0000	.0000	.0000	-.0000	.0000	.0839	.0854	.0866	.0863	.0866	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0851	.0746	.0940	.0000	.0000	-.0000	.0000	.0000	-.0000	-.0000	.0000	.0943	-.0000	.0000	.0915	.0000	.0000	.0799	.0823	.0000	.0000	.0000	.0000	-.0000	.0985	.0000	.0000	.0000	.0000	.0000	-.0000	.0000	.0851	.0000	-.0000	-.0000	.0000	.0000	-.0000	.0834	.0000	.0000	.0000	.0000	-.0000	-.0000	.3646	.0000	.0772	-.0000	.0884	.0000	.0000	.0000	-.0000	.0927	-.0000	.0829	.0000	.0000	-.0000	.0000	-.0000	.0930	.0808	.0000	.0808	.0000	.0000	.0000	-.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0988	.0882	.0000	.0863	.0788	.0000	-.0000	.0851	.0772	.0746	.0000	.0829	.0839	
cheering	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.4564	.0000	.0000	.0000	.0000	.0925	.0000	.0000	.0000	.0000	.2976	-.0000	.0000	.0000	.0000	.0000	.0998	.0000	.0000	.0000	.0798	.0000	.0774	.0000	.0000	-.0000	-.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0983	-.0000	.3259	.7508	1.0000	.0000	.0000	.0860	.0813	.0000	.0741	.0000	.0000	.0813	.0000	.0000	-.0000	.0000	.0774	-.0000	.0000	.0717	.0000	.0000	.0000	.0000	.0000	.0000	-.0000	.0000	.3204	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0798	.0000	.0000	.0000	.0000	-.0000	.0000	.0000	.0000	.0000	.0000	.0000	-.0000	.0834	.0000	.0774	.1068	.0921	.0000	.0000	.0000	.0000	-.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0885	.0741	.0000	.0741	.0000	.0857	.0000	.0000	.0000	.0000	.0000	-.0000	.0000	.0802	.0816	.0827	.0824	.0827	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0813	.0717	.0894	.0000	.0000	-.0000	.0000	.0000	.0000	.0000	.0000	.0897	.0000	.0000	.0871	.0000	.0000	.0766	.0788	.0000	.0000	.0000	.0000	-.0000	.0935	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0813	.0000	.0000	.0000	.0000	.0000	.0000	.0798	.0000	.0000	.0000	.0000	.0000	.0000	.3472	.0000	.0741	-.0000	.0843	.0000	.0000	.0000	.0000	.0883	-.0000	.0793	.0000	.0000	.0000	.0000	-.0000	.0885	.0774	.0000	.0774	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0938	.0842	.0000	.0824	.0755	.0000	-.0000	.0813	.0741	.0717	.0000	.0793	.0802	
choose	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	-.0000	.0000	-.0000	.0000	.0000	.0000	.0000	-.0000	.0000	.0000	.0000	-.0000	.0000	.0000	-.0000	-.0000	-.0000	.0000	.0000	.0000	-.0000	.0000	-.0000	-.0000	-.0000	-.0000	.0000	-.0000	.0000	-.0000	.0000	-.0000	-.0000	.0000	-.0000	-.0000	.0000	.0000	.0000	.0000	-.0000	.0000	.0000	.0000	.0000	.0000	.0000	-.0000	.0000	-.0000	-.0000	.0000	1.0000	.0000	.0000	-.0000	.0000	.0000	-.0000	.0000	.0000	-.0000	-.0000	-.0000	.0000	-.0000	.0000	.0000	-.0000	-.0000	.0000	.0000	.0000	.0000	.0000	-.0000	.0000	-.0000	-.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	-.0000	.0000	-.0000	.0000	.0000	-.0000	.0000	-.0000	.0000	.0000	.0000	.0000	-.0000	-.0000	.0000	-.0000	.0000	-.0000	.0000	.0000	.0000	-.0000	-.0000	-.0000	.0000	-.0000	.0000	.0000	.0000	-.0000	.0000	-.0000	.0000	-.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	-.0000	.0000	.0000	.0000	-.0000	.0000	-.0000	.0000	.0000	.0000	-.0000	.0000	.0000	-.0000	-.0000	.0000	-.0000	.0000	-.0000	.0000	-.0000	.0000	-.0000	-.0000	.0000	-.0000	-.0000	.0000	-.0000	.0000	.0000	-.0000	.0000	.0000	.0000	.0000	.0000	.0000	-.0000	.0000	.0000	.0000	.0000	.0000	-.0000	.0000	-.0000	.0000	-.0000	-.0000	.0000	.0000	-.0000	-.0000	.0000	.0000	.0000	-.0000	-.0000	-.0000	-.0000	.0000	.0000	.0000	-.0000	.0000	-.0000	-.0000	-.0000	-.0000	.0000	-.0000	.0000	.0000	-.0000	.0000	-.0000	-.0000	.0000	.0000	-.0000	.0000	.0000	.0000	-.0000	-.0000	.0000	.0000	.0000	.0000	.0000	-.0000	.8183	.0000	-.0000	-.0000	.0000	-.0000	.0000	-.0000	.0000	.0000	-.0000	-.0000	
chose	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	1.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	
cleaning	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0982	.0000	.0000	.0000	.0000	.3464	.0000	.0000	.0000	.0000	.0828	-.0000	.0000	.0000	.0000	.0000	.1130	.0000	.0000	.0000	.2544	.0000	.5019	.0000	.0000	-.0000	-.0000	.0000	.0000	.0000	.0000	.0000	.0000	.3210	-.0000	.0915	.0902	.0860	.0000	.0000	1.0000	.0898	.0000	.4779	.0000	.0000	.5295	.0000	.0000	-.0000	.0000	.0851	-.0000	.0000	.2615	.0000	.0000	.0000	.0000	.0000	.0000	-.0000	.0000	.0898	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0880	.0000	.0000	.0000	.0000	-.0000	.0000	.0000	.0000	.0000	.0000	.0000	-.0000	.0924	.0000	.1944	.1220	.3449	.0000	.0000	.0000	.0000	-.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.3298	.0811	.0000	.0811	.0000	.3183	.0000	.0000	.0000	.0000	.0000	-.0000	.0000	.2957	.3014	.3059	.3048	.0915	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0898	.2615	.7183	.0000	.0000	-.0000	.0000	.0000	.0000	.0000	.0000	.1002	.0000	.0000	.0970	.0000	.0000	.1921	.2898	.0000	.0000	.0000	.0000	-.0000	.1049	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.4725	.0000	.0000	.0000	.0000	.0000	.0000	.2939	.0000	.0000	.0000	.0000	.0000	.0000	.0982	.0000	.2345	-.0000	.4922	.0000	.0000	.0000	.0000	.0984	-.0000	.0874	.0000	.0000	.0000	.0000	-.0000	.2855	.2845	.0000	.2462	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.3519	.4910	.0000	.0912	.0828	.0000	-.0000	.3001	.2345	.4117	.0000	.0874	.0885	
close	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	-.0000	.0000	-.0000	.0000	.0000	.0000	.0000	-.0000	.0000	.0000	.0000	-.0000	.0000	.0000	.0921	-.0000	-.0000	.0000	.0000	.0969	-.0000	.0000	-.0000	-.0000	.0785	-.0000	.0000	-.0000	.0000	.0000	.1050	-.0000	-.0000	.0000	.0831	-.0000	.0805	.0000	.0000	-.0000	-.0000	.0000	.0000	.0000	.0000	.0000	.0000	.1033	-.0000	.0862	.0851	.0813	-.0000	.0000	.0898	1.0000	.0000	.0769	.0000	.0000	.0847	-.0000	-.0000	-.0000	.0000	.3048	-.0000	.0000	.0743	-.0000	.0000	.0000	.0000	.0000	.0000	-.0000	.0000	.0847	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0831	.0000	-.0000	.0000	.0000	-.0000	.0000	-.0000	.0000	.0000	.0000	.0000	-.0000	.3292	.0000	.0805	.1127	.0965	.0000	.0000	.0000	-.0000	-.0000	-.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0926	.0769	.0000	.2910	.0000	.0895	.0000	.0000	.0000	.0000	.0000	-.0000	.0000	.0835	.0851	.0862	.0860	.0862	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0847	.0743	.0936	.0000	.0000	-.0000	.0000	.0000	-.0000	-.0000	.0000	.0938	-.0000	.0000	.0911	.0000	.0000	.0796	.0820	.0000	.0000	.0000	.0000	-.0000	.0980	.0000	.0000	.0000	.0000	.0000	-.0000	.0000	.0847	.0000	-.0000	-.0000	.0000	.0000	-.0000	.0831	.0000	.0000	.0000	.0000	-.0000	-.0000	.0921	.0000	.0769	-.0000	.0880	.0000	.0000	.0000	-.0000	.0923	-.0000	.0825	.0000	.0000	-.0000	.0000	-.0000	.0926	.0805	.0000	.0805	.0000	.0000	.0000	-.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0984	.0878	.0000	.3253	.0785	.0000	-.0000	.0847	.0769	.0743	.0000	.0825	.0835	
